CustomerID,Gender,SeniorCitizen,Tenure,ContractType,InternetService,PaymentMethod,MonthlyCharges,StreamingTV,OnlineSecurity,TotalCharges,Churn
CUST0916,Female,1,61,Two year,DSL,Bank transfer,71.66,Yes,No,4371.26,Yes
CUST0917,Female,0,49,Two year,No,Mailed check,48.46,No,Yes,2374.54,No
CUST0918,Female,0,46,One year,DSL,Mailed check,71.72,No,Yes,3299.12,Yes
CUST0919,Female,0,62,One year,DSL,Mailed check,104.82,No,Yes,6498.84,No
CUST0920,Female,1,8,Month-to-month,DSL,Bank transfer,88.52,Yes,Yes,708.16,Yes
CUST0921,Male,0,43,One year,DSL,Credit card,49.0,Yes,No,2107.0,No
CUST0922,Male,0,20,One year,No,Credit card,40.15,Yes,Yes,803.0,Yes
CUST0923,Male,0,39,Month-to-month,Fiber optic,Electronic check,46.52,Yes,Yes,1814.28,No
CUST0924,Male,0,49,Two year,Fiber optic,Bank transfer,36.98,Yes,Yes,1812.02,Yes
CUST0925,Male,1,64,Two year,Fiber optic,Credit card,29.56,Yes,No,1891.84,No
CUST0926,Male,1,62,Month-to-month,No,Bank transfer,61.91,No,No,3838.42,No
CUST0927,Male,0,54,Two year,DSL,Electronic check,31.33,No,Yes,1691.82,No
CUST0928,Female,1,9,One year,Fiber optic,Electronic check,37.19,No,No,334.71,No
CUST0929,Female,0,37,Month-to-month,No,Electronic check,74.73,Yes,No,2765.01,Yes
CUST0930,Male,1,49,Month-to-month,DSL,Mailed check,36.46,No,No,1786.54,No
CUST0931,Male,0,41,Month-to-month,Fiber optic,Bank transfer,26.39,Yes,No,1081.99,Yes
CUST0932,Female,0,17,Two year,DSL,Electronic check,51.74,Yes,No,879.58,No
CUST0933,Male,0,21,Month-to-month,Fiber optic,Bank transfer,42.03,No,Yes,882.63,Yes
CUST0934,Male,0,51,Month-to-month,Fiber optic,Mailed check,71.53,Yes,Yes,3648.03,No
CUST0935,Female,0,59,Month-to-month,Fiber optic,Mailed check,30.24,No,Yes,1784.16,No
CUST0936,Male,0,39,Two year,DSL,Electronic check,95.18,No,No,3712.02,No
CUST0937,Female,0,55,One year,No,Electronic check,110.62,Yes,No,6084.1,No
CUST0938,Male,0,41,Month-to-month,DSL,Credit card,94.34,No,No,3867.94,Yes
CUST0939,Female,0,39,One year,Fiber optic,Bank transfer,73.28,No,No,2857.92,Yes
CUST0940,Female,0,13,Two year,DSL,Electronic check,106.07,No,Yes,1378.91,No
CUST0941,Female,1,64,Two year,No,Credit card,89.49,No,Yes,5727.36,Yes
CUST0942,Male,0,11,Two year,DSL,Bank transfer,21.06,Yes,Yes,231.66,No
CUST0943,Female,0,19,Two year,No,Electronic check,59.41,No,Yes,1128.79,No
CUST0944,Male,0,11,One year,No,Credit card,105.1,No,Yes,1156.1,Yes
CUST0945,Male,1,46,Month-to-month,DSL,Credit card,54.59,No,Yes,2511.14,No
CUST0946,Male,0,45,Two year,Fiber optic,Bank transfer,23.52,Yes,No,1058.4,No
CUST0947,Male,0,1,Two year,No,Credit card,94.62,No,No,94.62,Yes
CUST0948,Female,1,40,One year,DSL,Bank transfer,100.2,Yes,Yes,4008.0,Yes
CUST0949,Female,1,19,One year,No,Bank transfer,36.06,No,No,685.14,No
CUST0950,Male,0,72,Two year,Fiber optic,Bank transfer,73.73,No,Yes,5308.56,No
CUST0951,Male,0,72,Month-to-month,DSL,Mailed check,39.2,No,Yes,2822.4,No
CUST0952,Female,0,61,Month-to-month,DSL,Credit card,91.92,Yes,No,5607.12,Yes
CUST0953,Male,1,12,Two year,DSL,Bank transfer,47.16,Yes,Yes,565.92,Yes
CUST0954,Female,0,61,One year,Fiber optic,Electronic check,51.62,Yes,Yes,3148.82,No
CUST0955,Male,0,33,Two year,No,Mailed check,104.5,Yes,Yes,3448.5,No
CUST0956,Male,1,45,Two year,DSL,Mailed check,67.63,Yes,No,3043.35,No
CUST0957,Female,0,69,One year,No,Credit card,86.98,Yes,No,6001.62,No
CUST0958,Male,0,8,Two year,No,Bank transfer,60.24,No,No,481.92,No
CUST0959,Female,0,25,Two year,Fiber optic,Credit card,49.8,Yes,No,1245.0,No
CUST0960,Male,0,46,Two year,DSL,Mailed check,82.55,No,Yes,3797.3,No
CUST0961,Male,0,30,One year,No,Bank transfer,35.49,Yes,No,1064.7,No
CUST0962,Male,0,47,Month-to-month,DSL,Electronic check,57.3,Yes,No,2693.1,No
CUST0963,Female,0,49,Month-to-month,DSL,Bank transfer,40.9,Yes,No,2004.1,No
CUST0964,Male,0,47,One year,Fiber optic,Mailed check,89.58,No,Yes,4210.26,No
CUST0965,Male,1,18,Month-to-month,DSL,Electronic check,114.42,Yes,No,2059.56,Yes
CUST0966,Male,0,66,Two year,DSL,Bank transfer,119.55,Yes,No,7890.3,No
CUST0967,Male,1,68,Month-to-month,No,Electronic check,65.03,No,Yes,4422.04,No
CUST0968,Female,0,33,Two year,Fiber optic,Electronic check,45.25,No,Yes,1493.25,No
CUST0969,Female,1,36,Month-to-month,DSL,Mailed check,64.28,No,Yes,2314.08,No
CUST0970,Male,0,19,One year,No,Electronic check,104.73,No,Yes,1989.87,No
CUST0971,Female,0,28,Month-to-month,Fiber optic,Credit card,40.6,Yes,No,1136.8,Yes
CUST0972,Male,0,40,Month-to-month,Fiber optic,Mailed check,115.21,No,Yes,4608.4,Yes
CUST0973,Male,1,15,Month-to-month,No,Credit card,54.19,Yes,No,812.85,No
CUST0974,Male,0,41,One year,No,Electronic check,118.58,Yes,No,4861.78,No
CUST0975,Female,0,39,Month-to-month,No,Credit card,103.86,No,No,4050.54,Yes
CUST0976,Female,0,2,One year,No,Bank transfer,100.86,Yes,No,201.72,Yes
CUST0977,Female,1,63,Two year,No,Electronic check,51.79,No,No,3262.77,No
CUST0978,Female,0,29,Month-to-month,DSL,Bank transfer,20.88,Yes,Yes,605.52,No
CUST0979,Female,0,66,One year,DSL,Credit card,58.21,No,No,3841.86,Yes
CUST0980,Female,0,51,One year,Fiber optic,Bank transfer,50.18,No,No,2559.18,No
CUST0981,Female,1,10,Month-to-month,DSL,Electronic check,23.74,No,No,237.4,Yes
CUST0982,Female,0,14,Two year,DSL,Bank transfer,70.54,No,Yes,987.56,No
CUST0983,Female,0,51,One year,DSL,Credit card,60.3,No,No,3075.3,No
CUST0984,Male,0,39,Month-to-month,No,Credit card,83.46,No,No,3254.94,No
CUST0985,Female,0,28,Two year,Fiber optic,Credit card,82.12,Yes,Yes,2299.36,No
CUST0986,Female,0,3,One year,Fiber optic,Electronic check,32.07,Yes,No,96.21,Yes
CUST0987,Female,0,70,One year,Fiber optic,Credit card,117.7,Yes,No,8239.0,No
CUST0988,Female,0,27,Two year,Fiber optic,Electronic check,38.69,No,Yes,1044.63,No
CUST0989,Female,0,2,Two year,DSL,Bank transfer,64.53,Yes,No,129.06,No
CUST0990,Female,0,38,Month-to-month,DSL,Credit card,68.81,No,No,2614.78,No
CUST0991,Female,0,3,Month-to-month,No,Bank transfer,101.31,Yes,No,303.93,Yes
CUST0992,Female,0,16,One year,Fiber optic,Mailed check,29.92,Yes,No,478.72,Yes
CUST0993,Female,0,40,Two year,DSL,Bank transfer,62.86,No,No,2514.4,No
CUST0994,Female,0,2,Two year,DSL,Mailed check,82.85,Yes,Yes,165.7,No
CUST0995,Female,0,41,Two year,No,Bank transfer,41.52,Yes,Yes,1702.32,Yes
CUST0996,Male,0,12,One year,No,Electronic check,82.75,Yes,Yes,993.0,No
CUST0997,Male,0,35,Two year,No,Bank transfer,112.37,No,No,3932.95,No
CUST0998,Female,0,65,Two year,DSL,Electronic check,119.75,Yes,No,7783.75,No
CUST0999,Female,0,55,One year,DSL,Electronic check,23.25,No,No,1278.75,No
CUST1000,Male,1,45,Month-to-month,No,Credit card,43.56,Yes,Yes,1960.2,No
